,Unnamed: 0,tipo,descricao,likes,comentarios,shortcode,id,time,hora,dia,semana,inter,Nome
316,16,Imagem,"EDITORIAL: O Brasil tem pela frente um desafio gigantesco: preservar a Amazônia ao mesmo tempo que promove o desenvolvimento econômico, melhorando as condições de vida das populações. Tudo sob a sombra da escalada das mudanças climáticas e do desmonte das políticas de proteção ambiental. Por isso, são especialmente importantes iniciativas como a da rede Uma Concertação pela Amazônia, que formulou um modelo de governança que incentive as atividades econômicas que valorizem a floresta em pé. A ideia da rede, apresentada em parceria com o Estadão e com a Rede de Ação Política pela Sustentabilidade (Raps) no dia 26 de outubro, é subsidiar autoridades e governos nos inadiáveis debates sobre como preservar a Amazônia sem deixar de explorar suas riquezas.⁣
⁣
O documento, que pode ser consultado no site concertacaoamazonia.com.br, faz propostas para os cem primeiros dias de atuação do próximo governo federal, bem como dos futuros governadores e do Congresso Nacional. A maior floresta tropical do planeta contém realidades e desafios de toda ordem. A face mais visível do problema é a devastação ambiental que se acelerou nos últimos anos. A região convive também com alguns dos piores indicadores socioeconômicos do País. Para fazer frente a tal situação, o documento defende um novo modelo de governança. Propõe, entre 14 sugestões, a criação de uma Secretaria de Estado de Emergências Climáticas vinculada à Presidência da República. Seria um gesto simbólico significativo.⁣
⁣
Não se pode pensar em preservar a Amazônia sem considerar que a floresta afeta regiões bem distantes dela. E, sobretudo, não se pode planejar ações de defesa daquele bioma se as iniciativas de preservação ambiental continuarem a ser vistas como obstáculo ao desenvolvimento. Como mostra a rede Uma Concertação pela Amazônia, progresso e preservação não são excludentes. Leia o texto completo no #LinkdaBio. Foto: Valdemir Cunha/Greenpeace",2543,106,CkqD0kuuLpW,2966200111567780438,2022-11-07 07:57:12,7,2022-11-07,0,2649,Estadão
24,24,Imagem,"Às vésperas da convocação de Tite com os 26 nomes que vão representar o Brasil na Copa do Mundo, o meia Philippe Coutinho, 30, sofreu uma lesão muscular e deve ficar fora da competição. O jogador se machucou durante um treinamento do Aston Villa (ING) e nem sequer foi relacionado para a partida contra o Manchester United, neste domingo (6), quando a equipe dele venceu o adversário, 3 a 1, em casa, pelo Campeonato Inglês. ""Eu não sei quanto tempo vai durar, mas hoje ele não pode jogar e ele não jogará até a paralisação [para a Copa do Mundo]. É uma lesão muscular"", explicou o técnico do Aston Villa, Unai Emery. Leia mais em folha.com/esporte |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Reuters 

#PraTodosVerem: Foto colorida mostra Coutinho sentado no gramado de um campo de futebol. Abaixo, há o título: ""Philippe Coutinho se machuca e deve ficar fora da Copa do Mundo""",15242,313,Ckp9VYTLr7w,2966171579638005488,2022-11-07 07:00:28,7,2022-11-07,0,15555,Folha de São Paulo
25,25,Imagem,"Bom dia, esta é a capa da #folha desta segunda (7). Acesse folha.com para ler mais. 
#fsp #folhadespaulo #capadodia",997,156,Ckp2dcrvb4J,2966141347775233545,2022-11-07 06:00:24,6,2022-11-07,0,1153,Folha de São Paulo
26,26,Imagem,"O Twitter barrou neste domingo (6) as contas do economista Marcos Cintra, vice de Soraya Thronicke (União Brasil) na disputa presidencial, e dos deputados bolsonaristas Coronel Tadeu (PL-SP) e Major Vitor Hugo (PL-GO). A ordem veio do TSE (Tribunal Superior Eleitoral), que tem agido com rapidez para restringir contas que levantem suspeitas sem provas sobre fraude nas urnas eletrônicas ou motivem atos antidemocráticos, como o bloqueio de estradas.Há uma grande comoção entre bolsonaristas porque as ordens deste domingo ocorrem na esteira de outras suspensões recentes, como das contas dos parlamentares Carla Zambelli (PL-SP), Nikolas Ferreira (PL-MG) e Gustavo Gayer (PL-GO), populares na rede de comunicação em apoio de Jair Bolsonaro (PL). Eles alegam ser alvo de censura e de perseguição do TSE. Leia mais em folha.com/politica |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Reuters
📝Paula Soprana

#PraTodosVerem: Foto colorda mostra Luciano Bivar, presidente do União Brasil, ao lado do economista Marcos Cintra e da ex-candidata, senadora Soraya Thronicke. Abaixo, título diz: ""TSE manda Twitter barrar contas de Marcos Cintra e deputados bolsonaristas""",15672,1621,CkpsJNKrJOp,2966095976259687337,2022-11-07 04:30:15,4,2022-11-07,0,17293,Folha de São Paulo
27,27,Imagem,"Membros de grupos armamentistas engrossaram os atos antidemocráticos realizados nas estradas e em frente a quartéis do Exército no país contra o resultado das eleições. No domingo (30), Luiz Inácio Lula da Silva (PT) recebeu 50,9% dos votos válidos e derrotou o presidente Jair Bolsonaro (PL). O atual mandatário teve 49,1%. Apoiadores de Bolsonaro, incluindo caminhoneiros, iniciaram ainda na madrugada de segunda-feira (31) bloqueios em estradas pelo país. Eles também se reuniram em frente a quartéis do Exército para protestar contra o resultado da votação e pedir uma intervenção militar. Leia mais em folha.com/politica |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Mathilde Missioneiro/Folhapress
📝Raquel Lopes

#PraTodosVerem: Foto colorida mostra manifestantes em protesto, segurando faixa com pedido de intervenção federal. Abaixo, há o título: ""Armamentistas engrossam atos antidemocráticos que pedem golpe contra Lula""",10369,2418,Ckph3bKLfhv,2966050773868083311,2022-11-07 03:00:27,3,2022-11-07,0,12787,Folha de São Paulo
317,17,Imagem,"Esta é a #CapaDoDia do Estadão desta segunda-feira, 7 de novembro. Leia mais em www.estadao.com.br 🗞",1177,54,Ckph08Cg7p6,2966050603014535802,2022-11-07 03:00:09,3,2022-11-07,0,1231,Estadão
28,28,Imagem,"A atriz Cássia Kis, 64, foi vista em outra manifestação golpista no Rio de Janeiro neste domingo (6). Ela vestia uma camiseta que diz ""aborto, não"" e uma calça verde, cor associada aos movimentos antidemocráticos bolsonaristas que começaram após a vitória de Luiz Inácio Lula da Silva (PT) nas eleições para a Presidência de 2022. Com um terço em mãos, Kis rezou com manifestantes diante de uma figura de Nossa Senhora Aparecida, envolta em uma bandeira do Brasil. Leia mais em folha.com/f5|📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Gabriel Rangel/AgNews

#PraTodosVerem: Foto colorida mostra Cássia Kis em meio a uma multidão de manifestantes bolsonaristas. Ela ergue, com um dos braços, a imagem de Nossa Senhora Aparecida. Abaixo, título diz: ""Cássia Kis participa de outro protesto golpista no Rio de Janeiro""",42838,8605,CkpXkK3LjQv,2966005470234293295,2022-11-07 01:30:26,1,2022-11-07,0,51443,Folha de São Paulo
29,29,Imagem,"REPOST @folhailustrada PRIMAVERA SOUND | Chão da área VIP cede durante show de Travis Scott no Primavera Sound.

Setor que fica separado do público geral segue funcionando na madrugada desta segunda.

Leia mais no link da folhailustrada na bio e no story.

Assine a #Folha, um jornal a serviço da democracia: folha.com/assine 

📸 Adriano Vizoni/Folhapress
📝 Lucas Brêda e Marina Lourenço",13679,151,CkpTac2N5NU,2965987210164671316,2022-11-07 00:54:12,0,2022-11-07,0,13830,Folha de São Paulo
794,44,Vídeo,"QUE DOR! 🥺🎥
(vídeo: reprodução globoplay / rede globo)",726783,6719,CkpSoRlN2-d,2965983762094452637,2022-11-07 00:47:40,0,2022-11-07,0,733502,Choquei
318,18,Imagem,"GUILHERME DE PÁDUA ✝️ O ex-ator e atual pastor Guilherme de Pádua, assassino da atriz Daniella Perez, morreu neste domingo, aos 53 anos. A informação foi divulgada pelo fundador da Igreja Batista da Lagoinha, Márcio Valadão, em uma transmissão ao vivo pelas redes sociais.

Segundo as informações preliminares repassadas pela assessoria da Igreja Batista de Lagoinha, na qual Guilherme de Pádua atuava como pastor, ele sofreu um enfarte em casa, em Belo Horizonte, e não resistiu.

Guilherme de Pádua foi condenado pelo assassinato de Daniella, filha da escritora Glória Perez, em 1992. Na época, ambos protagonizavam a novela De Corpo e Alma, escrita por Glória. O caso voltou à tona recentemente com lançamento da série Pacto Brutal: O Assassinato de Daniella Perez, da HBO Max. A ex-mulher de Guilherme de Pádua Paula Thomaz também foi condenada por ter participado da morte da atriz.

Em agosto deste ano, Guilherme de Pádua publicou um vídeo em seu canal do YouTube no qual pedia perdão para Glória Perez.

Na ocasião, Pádua afirmou que “muitas pessoas, inclusive algumas que se dizem cristãs”, o teriam julgado e dito que não acreditariam em sua conversão pela falta de um pedido de perdão.

Saiba mais clicando no #linkdabio! (📸: Youtube/Guilherme de Pádua)",22910,1627,CkpSf8RA3gp,2965983189451110441,2022-11-07 00:46:10,0,2022-11-07,0,24537,Estadão
30,30,Imagem,"Guilherme de Pádua, o ex-ator e pastor que matou Daniella Perez em 1992, morreu na noite deste domingo (6), aos 53 anos, após sofrer uma parada cardíaca, de acordo com o pastor Márcio Valadão, líder da Igreja Batista da Lagoinha. Localizada em Belo Horizonte, cidade natal de Pádua, a congregação foi quem acolheu o ex-ator após sua saída da prisão e o ordenou pastor em 2017. A morte foi confirmada pela assessoria de imprensa da Igreja Batista de Lagoinha, que informou que um comunicado será divulgado em breve. Leia mais em folha.com/ilustrada |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

#PraTodosVerem: Foto em preto e branco mostra rosto de Guilherme de Pádua. Abaixo, há o título: ""Morre Guilherme de Pádua, ator que assassinou Daniella Perez, diz igreja""",21493,0,CkpMT3cPvOj,2965955971358061475,2022-11-06 23:52:05,23,2022-11-06,6,21493,Folha de São Paulo
319,19,Imagem,"NORMALIDADE 😮‍💨 “O Lula que chega a Brasília nesta semana, para pôr seu governo de pé, é o melhor dos Lulas, e a oposição ao seu terceiro mandato ameaça ser a pior de todos os tempos, raivosa, irracional e inconsequente. Mas, atenção! Só nas estradas e ruas, porque nos Poderes da República prevalecem o pragmatismo e a negociação.

Perto dos 80 anos e depois da prisão, Lula está revigorado pelo novo amor por Janja, mantém sua obsessão pela inclusão social, exercita o controle sobre o PT, usa seu talento para dialogar com aliados e sabe que não tem o direito de errar. Gato escaldado... Já a oposição começou a botar as garras de fora, com caminhoneiros ameaçando o caos e extremistas nas portas dos quartéis, enrolados na nossa bandeira, vociferando contra o Supremo e a favor da ditadura militar.

Se Lula foi cruel com Fernando Henrique, descobre agora o que é realmente uma herança maldita – e sem as mesmas condições e os ventos favoráveis de seus dois primeiros mandatos. Precisa não só de sólida base parlamentar, que ele sabe construir como ninguém, mas também das melhores cabeças no País, ou pelo menos no seu amplo conjunto de forças políticas, para compor o governo.

Pronta para dar o bote, a qualquer pretexto, estará a tropa bolsonarista, que não é de brincadeira. O PT foi implacável com FHC, mas teve em troca uma oposição responsável dos tucanos. Agora vai ver o que é bom para a tosse, com bolsonaristas “indignados”, como define Jair Bolsonaro, usando a internet para mentiras e para mobilizar, dar voz de comando e driblar serviços de inteligência e mídia.”

Leia a coluna completa da Eliane Cantanhêde clicando no #linkdabio! (📸: Iander Porcella/Estadão)",70397,4042,CkpGWzOglGF,2965929784711991685,2022-11-06 23:00:04,23,2022-11-06,6,74439,Estadão
795,45,Imagem,"URGENTE: Morre aos 53 anos, o ex-ator e atual pastor batista, Guilherme de Pádua, vítima de um infarto, em Belo Horizonte. A informação foi confirmada em uma live feita pelo pastor Márcio Valadão, da Igreja Batista da Lagoinha! 📸😱",604950,25562,CkpGCZfOa2s,2965928382685621676,2022-11-06 22:57:17,22,2022-11-06,6,630512,Choquei
31,31,Imagem,"O financiamento privado das eleições de 2022 teve como maior beneficiário o presidente Jair Bolsonaro (PL), que declarou à Justiça ter recebido quase R$ 90 milhões. O valor representa 7% de todas as doações da eleição e 82% de toda a receita informada pela campanha do chefe do Executivo. O financiamento empresarial aos candidatos está proibido desde 2015, mas o poderio econômico continua influenciando o pleito —em menor grau— por meio da doação, como pessoa física, de empresários e executivos. O primeiro no ranking dos maiores doadores de campanha de 2022 é o empresário Rubens Ometto, presidente do conselho de administração da gigante de energia, açúcar e álcool Cosan, que já havia sido o maior doador de 2018. Leia mais em folha.com/politica |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Marcos Corrêa/PR
📝Lucas Marchesini e Ranier Bragon

#PraTodosVerem: Foto colorida mostra Bolsonaro ao lado de Rubens Ometto, durante encontro no Palácio do Planalto. Abaixo, título diz: ""Bolsonaro foi campeão de doações privadas com quase R$ 90 milhões arrecadados""",25180,2958,CkpC_dErdbj,2965914986237253347,2022-11-06 22:30:40,22,2022-11-06,6,28138,Folha de São Paulo
32,32,Coleção,"TOP OF MIND | Temas da agenda ESG, em especial do ""E"" ambiental, estão amadurecendo na estratégia das fabricantes de bebidas alcoólicas. Além de atender acionistas, o movimento dialoga com um público afeito à causa verde —e que tende a estar mais sensível ao assunto com o agravamento da crise climática. Em dezembro do ano passado, a Abrabe (Associação Brasileira de Bebidas) publicou seu primeiro Relatório de Sustentabilidade e concluiu que embalagens de vidro retornáveis são usadas por 31% das filiadas. Além disso, 83% das empresas reciclam resíduos sólidos. Leia mais em folha.com/top-of-mind (@folhatopofmind) | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Georgina Sarmento, Divulgação",1447,49,Cko4safMapx,2965869697325705841,2022-11-06 21:00:41,21,2022-11-06,6,1496,Folha de São Paulo
620,20,Imagem,"""POR FAVOR, EVITEM LAMBER OS SAPOS"" 🐸 • O Serviço Nacional de Parques (NPS), dos Estados Unidos, tem pedido aos turistas para não lamberem sapos encontrado na região do deserto de Sonora.

Na última terça-feira (1º), o NPS usou o Facebook para alertar as pessoas sobre os efeitos dessa prática. Segundo eles, é preciso ter cuidado com o chamado sapo do deserto de Sonora, também conhecido como sapo do rio Colorado.

O anfíbio é um dos maiores sapos encontrados na América do Norte, medindo até 18 centímetros, e o coaxar do animal, segundo serviço de parques, é como um “toque baixo e distinto que dura menos de um segundo”.

No entanto, os sapos possuem uma característica única: eles “têm glândulas parótidas proeminentes que secretam uma toxina potente”, de acordo com o NPS. As glândulas estão localizadas logo atrás dos olhos do sapo e as substâncias excretadas podem deixar os humanos doentes se tocarem ou colocarem o animal na boca.

As toxinas do sapo são particularmente perigosas para outros animais, sendo capaz de matar um cão adulto. Entre os humanos, as substâncias foram exploradas por apresentar efeitos psicodélicos quando ingerida ou fumada. #CNNBrasil #EUA #sapos

📸 Kike Calvo/AP",78743,3594,Cko4roJj21X,2965869643275660631,2022-11-06 21:00:34,21,2022-11-06,6,82337,CNN Brasil
796,46,Imagem,"Na TV, Marcelo Queiroga pede que mães, pais e responsáveis levem os filhos para vacinar contra a poliomielite. ""A taxa de vacinação ainda está inferior a 70%. A meta é imunizar 90% das crianças abaixo de 5 anos. As vacinas estão disponíveis nos postos. Faço um apelo"", disse ele. VACINEM-SE! 📸💉",373308,2944,Cko4dKqOlen,2965868649538803623,2022-11-06 20:58:36,20,2022-11-06,6,376252,Choquei
